연도,월,행정구역구분명,행정구역명,총 인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,총 인구수 (남),0~9세 (남),10~19세 (남),20~29세 (남),30~39세 (남),40~49세 (남),50~59세 (남),60~69세 (남),70~79세 (남),80~89세 (남),90~99세 (남),100세 이상 (남),총 인구수 (여),0~9세 (여),10~19세 (여),20~29세 (여),30~39세 (여),40~49세 (여),50~59세 (여),60~69세 (여),70~79세 (여),80~89세 (여),90~99세 (여),100세 이상 (여)
2022,12,읍면동,경기도 안성시 보개면,5229,162,269,425,403,534,934,1267,691,461,82,1,2766,90,157,261,229,319,512,686,333,166,13,0,2463,72,112,164,174,215,422,581,358,295,69,1
2022,12,읍면동,경기도 안성시 삼죽면,3785,69,297,550,239,329,637,823,483,313,44,1,1904,31,120,270,154,194,339,419,244,120,13,0,1881,38,177,280,85,135,298,404,239,193,31,1
2022,12,읍면동,경기도 안성시 서운면,3197,72,126,257,205,304,596,787,454,347,47,2,1693,37,68,168,122,178,343,413,230,126,8,0,1504,35,58,89,83,126,253,374,224,221,39,2
2022,12,읍면동,경기도 안성시 안성1동,12104,613,946,1513,1267,1603,2149,2090,1164,671,85,3,6060,282,477,830,689,847,1096,1037,532,255,15,0,6044,331,469,683,578,756,1053,1053,632,416,70,3
2022,12,읍면동,경기도 안성시 안성2동,26100,2066,2622,3887,3644,4324,4203,3168,1428,674,83,1,13318,1102,1347,2119,1956,2246,2103,1580,637,210,18,0,12782,964,1275,1768,1688,2078,2100,1588,791,464,65,1
2022,12,읍면동,경기도 안성시 안성3동,22192,1633,2401,3109,2522,3442,3979,2882,1394,740,89,1,11160,830,1255,1744,1346,1715,1972,1398,620,259,21,0,11032,803,1146,1365,1176,1727,2007,1484,774,481,68,1
2022,12,읍면동,경기도 안성시 양성면,5151,109,247,402,373,516,953,1301,655,470,119,6,2703,61,120,228,215,316,534,706,327,165,31,0,2448,48,127,174,158,200,419,595,328,305,88,6
2022,12,읍면동,경기도 안성시 원곡면,6604,359,375,755,904,992,1243,1149,510,269,48,0,3667,198,199,433,548,615,675,627,265,94,13,0,2937,161,176,322,356,377,568,522,245,175,35,0
2022,12,읍면동,경기도 안성시 일죽면,7368,244,398,607,552,791,1265,1796,1021,600,89,5,3866,127,222,328,333,473,699,908,536,219,19,2,3502,117,176,279,219,318,566,888,485,381,70,3
2022,12,읍면동,경기도 안성시 죽산면,6936,206,455,683,508,742,1345,1550,832,559,54,2,3701,104,224,396,311,424,777,845,391,217,12,0,3235,102,231,287,197,318,568,705,441,342,42,2
2022,12,시군,경기도 안양시 ,548398,37121,50036,71781,79049,84640,95202,78665,33606,15853,2391,54,270992,18888,25959,37134,40712,41885,46258,38298,15626,5668,556,8,277406,18233,24077,34647,38337,42755,48944,40367,17980,10185,1835,46
2022,12,구,경기도 안양시 동안구 ,314102,22999,32568,40300,46047,51368,53879,41208,16428,7965,1314,26,153955,11793,16805,20771,23297,24639,26012,19963,7594,2754,321,6,160147,11206,15763,19529,22750,26729,27867,21245,8834,5211,993,20
2022,12,읍면동,경기도 안양시 동안구 갈산동,10774,570,1541,1388,973,1795,1911,1521,680,318,77,0,5235,273,751,737,487,843,941,735,330,123,15,0,5539,297,790,651,486,952,970,786,350,195,62,0
2022,12,읍면동,경기도 안양시 동안구 관양1동,34736,1651,2574,5182,4508,4382,6634,5848,2559,1205,190,3,16958,840,1386,2735,2400,2130,3099,2772,1148,401,46,1,17778,811,1188,2447,2108,2252,3535,3076,1411,804,144,2
2022,12,읍면동,경기도 안양시 동안구 관양2동,18666,1084,1352,2743,2925,2770,3331,2643,1167,570,77,4,9510,558,668,1500,1602,1415,1672,1316,533,222,24,0,9156,526,684,1243,1323,1355,1659,1327,634,348,53,4
2022,12,읍면동,경기도 안양시 동안구 귀인동,16380,1142,3444,1763,1120,3761,2788,1394,582,334,51,1,8106,623,1842,891,492,1668,1477,703,270,123,17,0,8274,519,1602,872,628,2093,1311,691,312,211,34,1
2022,12,읍면동,경기도 안양시 동안구 달안동,10203,528,619,1271,2179,1603,1574,1350,605,404,69,1,4617,267,337,566,1111,727,705,562,214,117,11,0,5586,261,282,705,1068,876,869,788,391,287,58,1
2022,12,읍면동,경기도 안양시 동안구 범계동,15465,1059,2141,1917,2047,2784,2662,1638,691,438,88,0,7427,521,1120,967,991,1247,1309,796,300,150,26,0,8038,538,1021,950,1056,1537,1353,842,391,288,62,0
2022,12,읍면동,경기도 안양시 동안구 부림동,26206,1924,2212,3317,5570,4645,4026,2737,1085,609,81,0,12679,966,1116,1604,2885,2250,1898,1286,461,192,21,0,13527,958,1096,1713,2685,2395,2128,1451,624,417,60,0
2022,12,읍면동,경기도 안양시 동안구 부흥동,16669,1144,2108,1945,1960,2970,2775,2225,991,461,89,1,7948,617,1070,1011,946,1349,1348,1003,427,155,21,1,8721,527,1038,934,1014,1621,1427,1222,564,306,68,0
2022,12,읍면동,경기도 안양시 동안구 비산1동,27779,2565,2449,3412,4545,4272,4585,3841,1404,604,102,0,13595,1326,1264,1737,2247,2079,2154,1845,684,232,27,0,14184,1239,1185,1675,2298,2193,2431,1996,720,372,75,0
2022,12,읍면동,경기도 안양시 동안구 비산2동,14626,1324,1347,1793,2288,2237,2482,2027,780,296,52,0,7156,695,648,938,1122,1119,1165,988,373,100,8,0,7470,629,699,855,1166,1118,1317,1039,407,196,44,0
2022,12,읍면동,경기도 안양시 동안구 비산3동,11774,558,842,1654,1545,1470,2203,2088,899,452,62,1,5910,273,466,898,846,737,1055,1048,427,146,14,0,5864,285,376,756,699,733,1148,1040,472,306,48,1
2022,12,읍면동,경기도 안양시 동안구 신촌동,12619,826,1518,1664,1525,2000,2333,1806,648,251,48,0,6199,423,782,854,764,930,1122,899,328,84,13,0,6420,403,736,810,761,1070,1211,907,320,167,35,0
2022,12,읍면동,경기도 안양시 동안구 평안동,23183,2106,3659,2394,3022,4980,3557,2089,818,460,95,3,11294,1060,1918,1232,1402,2322,1816,1021,360,143,20,0,11889,1046,1741,1162,1620,2658,1741,1068,458,317,75,3
2022,12,읍면동,경기도 안양시 동안구 평촌동,14269,1106,1579,1946,1738,2265,2859,1724,625,381,42,4,7003,570,798,1011,848,1054,1381,890,298,140,12,1,7266,536,781,935,890,1211,1478,834,327,241,30,3
2022,12,읍면동,경기도 안양시 동안구 호계1동,18203,2436,1654,1896,3719,3431,2408,1761,628,231,38,1,9159,1247,855,952,1827,1797,1213,857,313,93,5,0,9044,1189,799,944,1892,1634,1195,904,315,138,33,1
2022,12,읍면동,경기도 안양시 동안구 호계2동,19251,1235,1504,2837,2950,2579,3538,2992,1090,448,75,3,9503,634,776,1478,1553,1234,1664,1478,495,166,23,2,9748,601,728,1359,1397,1345,1874,1514,595,282,52,1
2022,12,읍면동,경기도 안양시 동안구 호계3동,23299,1741,2025,3178,3433,3424,4213,3524,1176,503,78,4,11656,900,1008,1660,1774,1738,1993,1764,633,167,18,1,11643,841,1017,1518,1659,1686,2220,1760,543,336,60,3
2022,12,구,경기도 안양시 만안구 ,234296,14122,17468,31481,33002,33272,41323,37457,17178,7888,1077,28,117037,7095,9154,16363,17415,17246,20246,18335,8032,2914,235,2,117259,7027,8314,15118,15587,16026,21077,19122,9146,4974,842,26
2022,12,읍면동,경기도 안양시 만안구 박달1동,14530,564,995,1912,1608,1946,2891,2589,1306,639,75,5,7301,274,501,986,925,1018,1498,1268,591,225,14,1,7229,290,494,926,683,928,1393,1321,715,414,61,4
2022,12,읍면동,경기도 안양시 만안구 박달2동,21810,1755,2242,2888,3118,3356,3596,3160,1139,476,80,0,10876,897,1184,1534,1597,1664,1694,1564,554,172,16,0,10934,858,1058,1354,1521,1692,1902,1596,585,304,64,0
2022,12,읍면동,경기도 안양시 만안구 석수1동,18899,1198,1386,2295,2551,2662,3388,3172,1467,659,120,1,9290,644,749,1211,1287,1296,1586,1516,737,245,19,0,9609,554,637,1084,1264,1366,1802,1656,730,414,101,1
2022,12,읍면동,경기도 안양시 만안구 석수2동,30603,1820,2414,4076,3889,4367,5738,4770,2296,1090,137,6,15315,926,1318,2143,2003,2231,2812,2408,1045,402,27,0,15288,894,1096,1933,1886,2136,2926,2362,1251,688,110,6
2022,12,읍면동,경기도 안양시 만안구 석수3동,12777,724,1196,1747,1381,1845,2417,2125,877,409,56,0,6451,350,643,995,707,914,1216,1080,409,127,10,0,6326,374,553,752,674,931,1201,1045,468,282,46,0
2022,12,읍면동,경기도 안양시 만안구 안양1동,12142,791,980,1811,1752,1785,2196,1664,789,324,47,3,6044,385,500,898,897,908,1104,831,376,132,13,0,6098,406,480,913,855,877,1092,833,413,192,34,3
2022,12,읍면동,경기도 안양시 만안구 안양2동,22968,1346,1457,3292,3621,3018,4031,3591,1734,773,103,2,11507,685,750,1632,1933,1607,1943,1804,843,283,27,0,11461,661,707,1660,1688,1411,2088,1787,891,490,76,2
2022,12,읍면동,경기도 안양시 만안구 안양3동,16130,665,1204,2280,2041,2145,2875,2922,1347,588,61,2,7984,332,629,1216,1115,1109,1382,1387,580,222,12,0,8146,333,575,1064,926,1036,1493,1535,767,366,49,2
2022,12,읍면동,경기도 안양시 만안구 안양4동,6835,200,423,970,868,924,1215,1153,649,375,57,1,3408,107,202,465,489,524,631,552,268,147,23,0,3427,93,221,505,379,400,584,601,381,228,34,1
2022,12,읍면동,경기도 안양시 만안구 안양5동,10123,418,690,1284,1256,1388,1751,1860,923,479,71,3,5039,210,378,673,684,734,869,876,425,176,13,1,5084,208,312,611,572,654,882,984,498,303,58,2
2022,12,읍면동,경기도 안양시 만안구 안양6동,26774,1902,1558,3796,5222,3955,4192,3719,1570,760,99,1,13605,934,822,1894,2814,2157,2075,1826,775,278,30,0,13169,968,736,1902,2408,1798,2117,1893,795,482,69,1
2022,12,읍면동,경기도 안양시 만안구 안양7동,15128,1610,1248,1760,2491,2628,2401,1829,813,295,52,1,7418,795,623,895,1178,1362,1194,865,377,122,7,0,7710,815,625,865,1313,1266,1207,964,436,173,45,1
2022,12,읍면동,경기도 안양시 만안구 안양8동,8714,315,518,1250,1134,1134,1579,1682,747,315,38,2,4497,163,258,684,682,624,795,819,339,128,5,0,4217,152,260,566,452,510,784,863,408,187,33,2
2022,12,읍면동,경기도 안양시 만안구 안양9동,16863,814,1157,2120,2070,2119,3053,3221,1521,706,81,1,8302,393,597,1137,1104,1098,1447,1539,713,255,19,0,8561,421,560,983,966,1021,1606,1682,808,451,62,1
2022,12,읍면동,경기도 안중출장소 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,시군,경기도 양주시 ,241346,19072,24917,27470,28479,40071,40993,33190,17198,8706,1213,37,122157,9664,12602,14807,14808,20429,21440,16760,8042,3325,274,6,119189,9408,12315,12663,13671,19642,19553,16430,9156,5381,939,31
2022,12,읍면동,경기도 양주시 광적면,11648,524,809,1168,1107,1500,2408,2389,1066,597,79,1,6313,267,437,692,637,851,1344,1296,535,235,19,0,5335,257,372,476,470,649,1064,1093,531,362,60,1
2022,12,읍면동,경기도 양주시 남면,6857,321,399,739,756,777,1175,1494,705,413,76,2,3862,150,197,495,477,473,696,851,353,151,19,0,2995,171,202,244,279,304,479,643,352,262,57,2
2022,12,읍면동,경기도 양주시 백석읍,25885,1119,2310,3016,2205,3566,5144,4706,2328,1297,191,3,13121,534,1200,1673,1200,1815,2689,2393,1093,492,32,0,12764,585,1110,1343,1005,1751,2455,2313,1235,805,159,3
2022,12,읍면동,경기도 양주시 양주1동,5018,160,265,459,442,531,920,1154,638,390,58,1,2618,77,146,257,247,297,493,645,299,145,12,0,2400,83,119,202,195,234,427,509,339,245,46,1
2022,12,읍면동,경기도 양주시 양주2동,51121,4122,6968,5664,4965,9904,8368,5770,3545,1605,201,9,25025,2084,3500,2893,2492,4827,4333,2634,1569,638,55,0,26096,2038,3468,2771,2473,5077,4035,3136,1976,967,146,9
2022,12,읍면동,경기도 양주시 은현면,5651,136,278,599,436,578,1102,1433,669,357,62,1,3218,66,162,365,280,361,673,811,360,127,13,0,2433,70,116,234,156,217,429,622,309,230,49,1
2022,12,읍면동,경기도 양주시 장흥면,11163,519,488,1100,1130,1204,1920,2433,1408,784,172,5,5734,291,255,671,621,658,988,1203,707,303,36,1,5429,228,233,429,509,546,932,1230,701,481,136,4
2022,12,읍면동,경기도 양주시 회천1동,9545,629,676,1386,1227,1279,1688,1502,735,384,36,3,5066,336,354,810,690,669,910,792,349,150,5,1,4479,293,322,576,537,610,778,710,386,234,31,2
2022,12,읍면동,경기도 양주시 회천2동,26840,1650,2534,3280,2793,3968,5358,4268,1932,964,92,1,13558,841,1300,1743,1500,2017,2724,2170,873,366,24,0,13282,809,1234,1537,1293,1951,2634,2098,1059,598,68,1
2022,12,읍면동,경기도 양주시 회천3동,26721,1936,3145,3752,2922,4404,4943,2822,1655,1012,124,6,13220,997,1573,1986,1507,2098,2563,1402,668,389,34,3,13501,939,1572,1766,1415,2306,2380,1420,987,623,90,3
2022,12,읍면동,경기도 양주시 회천4동,60897,7956,7045,6307,10496,12360,7967,5219,2517,903,122,5,30422,4021,3478,3222,5157,6363,4027,2563,1236,329,25,1,30475,3935,3567,3085,5339,5997,3940,2656,1281,574,97,4
2022,12,시군,경기도 양평군 ,122463,6658,9949,10204,10425,16197,21056,25585,14084,7184,1093,28,61593,3427,5246,5668,5408,8120,10814,12776,6984,2890,256,4,60870,3231,4703,4536,5017,8077,10242,12809,7100,4294,837,24
2022,12,읍면동,경기도 양평군 강상면,10271,805,934,764,1025,1623,1594,1931,1036,489,69,1,5112,391,502,396,506,800,814,942,539,205,17,0,5159,414,432,368,519,823,780,989,497,284,52,1
2022,12,읍면동,경기도 양평군 강하면,4906,168,240,331,355,486,864,1376,738,296,50,2,2470,89,133,183,197,241,434,665,395,122,10,1,2436,79,107,148,158,245,430,711,343,174,40,1
2022,12,읍면동,경기도 양평군 개군면,5234,208,294,371,362,598,887,1303,768,396,47,0,2635,98,152,205,185,314,480,658,373,163,7,0,2599,110,142,166,177,284,407,645,395,233,40,0
2022,12,읍면동,경기도 양평군 단월면,3890,109,212,231,253,387,669,1057,596,324,52,0,2001,58,102,136,149,221,346,553,304,123,9,0,1889,51,110,95,104,166,323,504,292,201,43,0
2022,12,읍면동,경기도 양평군 서종면,10084,558,899,611,796,1492,1806,2254,1146,446,75,1,5019,278,475,343,378,733,936,1085,591,184,16,0,5065,280,424,268,418,759,870,1169,555,262,59,1
2022,12,읍면동,경기도 양평군 양동면,4604,119,212,254,264,395,850,1258,716,439,93,4,2336,74,113,156,142,222,441,642,353,178,14,1,2268,45,99,98,122,173,409,616,363,261,79,3
2022,12,읍면동,경기도 양평군 양서면,13991,695,1053,1167,1143,1772,2494,3008,1730,814,111,4,7002,372,562,644,578,896,1228,1472,852,359,38,1,6989,323,491,523,565,876,1266,1536,878,455,73,3
2022,12,읍면동,경기도 양평군 양평읍,32224,2130,3354,3541,3216,4989,5596,5175,2675,1353,190,5,16126,1075,1722,1959,1671,2354,2890,2583,1310,518,44,0,16098,1055,1632,1582,1545,2635,2706,2592,1365,835,146,5
2022,12,읍면동,경기도 양평군 옥천면,8301,432,601,701,768,1061,1435,1818,965,458,61,1,4218,210,314,424,412,560,725,916,462,180,15,0,4083,222,287,277,356,501,710,902,503,278,46,1
2022,12,읍면동,경기도 양평군 용문면,18142,1126,1648,1587,1640,2388,2989,3469,2010,1114,169,2,9159,599,872,877,867,1210,1547,1725,966,458,38,0,8983,527,776,710,773,1178,1442,1744,1044,656,131,2
2022,12,읍면동,경기도 양평군 지평면,7020,212,366,446,405,668,1217,1855,1081,649,116,5,3558,123,219,230,210,371,627,977,530,241,30,0,3462,89,147,216,195,297,590,878,551,408,86,5
2022,12,읍면동,경기도 양평군 청운면,3796,96,136,200,198,338,655,1081,623,406,60,3,1957,60,80,115,113,198,346,558,309,159,18,1,1839,36,56,85,85,140,309,523,314,247,42,2
2022,12,시군,경기도 여주시 ,113096,6582,9439,11489,11085,15792,19993,20802,10860,6091,936,27,57514,3391,4892,6272,5903,8082,10496,10621,5305,2317,232,3,55582,3191,4547,5217,5182,7710,9497,10181,5555,3774,704,24
2022,12,읍면동,경기도 여주시 가남읍,14844,778,1170,1514,1561,2102,2645,2767,1417,777,109,4,7712,395,594,844,894,1119,1438,1402,697,299,29,1,7132,383,576,670,667,983,1207,1365,720,478,80,3
2022,12,읍면동,경기도 여주시 강천면,4324,107,254,332,286,433,905,1038,583,318,67,1,2254,54,132,189,159,235,501,529,300,135,20,0,2070,53,122,143,127,198,404,509,283,183,47,1
2022,12,읍면동,경기도 여주시 금사면,2967,84,131,178,186,254,523,839,466,257,48,1,1517,38,61,108,99,136,285,443,233,104,10,0,1450,46,70,70,87,118,238,396,233,153,38,1
2022,12,읍면동,경기도 여주시 대신면,6839,167,369,563,407,584,1181,1762,1018,675,108,5,3560,80,206,337,239,320,644,939,497,265,32,1,3279,87,163,226,168,264,537,823,521,410,76,4
2022,12,읍면동,경기도 여주시 북내면,4826,119,326,389,269,534,933,1133,609,449,65,0,2527,70,195,222,153,283,528,602,292,166,16,0,2299,49,131,167,116,251,405,531,317,283,49,0
2022,12,읍면동,경기도 여주시 산북면,2556,104,199,172,171,236,415,636,374,213,36,0,1293,47,93,97,96,123,219,330,185,92,11,0,1263,57,106,75,75,113,196,306,189,121,25,0
2022,12,읍면동,경기도 여주시 세종대왕면,6109,211,398,476,435,661,1013,1448,839,551,76,1,3171,109,190,279,236,378,580,757,424,204,14,0,2938,102,208,197,199,283,433,691,415,347,62,1
2022,12,읍면동,경기도 여주시 여흥동,21381,1214,1840,2629,2286,3338,3853,3558,1656,879,125,3,10721,629,943,1403,1200,1674,1928,1784,797,336,27,0,10660,585,897,1226,1086,1664,1925,1774,859,543,98,3
2022,12,읍면동,경기도 여주시 오학동,18498,1750,1904,1999,2431,3304,3101,2365,1068,503,69,4,9173,906,973,1040,1219,1641,1517,1197,496,170,14,0,9325,844,931,959,1212,1663,1584,1168,572,333,55,4
2022,12,읍면동,경기도 여주시 점동면,4806,196,257,401,288,417,852,1178,723,418,73,3,2473,113,147,231,166,222,452,603,372,145,22,0,2333,83,110,170,122,195,400,575,351,273,51,3
2022,12,읍면동,경기도 여주시 중앙동,20840,1684,2337,2469,2419,3428,3690,2770,1341,607,93,2,10424,852,1215,1309,1245,1667,1922,1352,616,227,19,0,10416,832,1122,1160,1174,1761,1768,1418,725,380,74,2
2022,12,읍면동,경기도 여주시 흥천면,5106,168,254,367,346,501,882,1308,766,444,67,3,2689,98,143,213,197,284,482,683,396,174,18,1,2417,70,111,154,149,217,400,625,370,270,49,2
2022,12,시군,경기도 연천군 ,42153,2311,2936,4838,3966,4588,6809,8304,4843,3123,420,15,22154,1188,1533,3102,2310,2482,3699,4339,2251,1128,116,6,19999,1123,1403,1736,1656,2106,3110,3965,2592,1995,304,9
2022,12,읍면동,경기도 연천군 군남면,3091,73,154,297,170,259,523,763,477,340,32,3,1653,40,80,201,114,150,291,419,228,119,9,2,1438,33,74,96,56,109,232,344,249,221,23,1
2022,12,읍면동,경기도 연천군 미산면,1701,38,60,112,121,110,308,508,257,157,30,0,916,23,34,62,72,72,171,287,122,66,7,0,785,15,26,50,49,38,137,221,135,91,23,0
2022,12,읍면동,경기도 연천군 백학면,2528,64,129,197,155,219,454,619,392,273,25,1,1347,32,71,127,99,121,257,331,182,121,6,0,1181,32,58,70,56,98,197,288,210,152,19,1
2022,12,읍면동,경기도 연천군 신서면,2619,50,92,293,121,210,385,652,483,296,36,1,1384,27,40,220,72,133,219,336,229,100,8,0,1235,23,52,73,49,77,166,316,254,196,28,1
2022,12,읍면동,경기도 연천군 연천읍,7325,623,388,1012,972,711,1020,1164,792,570,69,4,3973,316,213,708,592,389,583,613,340,199,19,1,3352,307,175,304,380,322,437,551,452,371,50,3
2022,12,읍면동,경기도 연천군 왕징면,1007,20,48,69,63,68,154,237,209,127,12,0,549,13,33,46,37,48,89,122,102,57,2,0,458,7,15,23,26,20,65,115,107,70,10,0
2022,12,읍면동,경기도 연천군 장남면,725,18,30,55,42,56,124,186,123,80,11,0,364,15,11,37,18,34,61,96,57,34,1,0,361,3,19,18,24,22,63,90,66,46,10,0
2022,12,읍면동,경기도 연천군 전곡읍,18732,1298,1832,2185,2047,2540,3079,3103,1545,936,161,6,9576,668,937,1251,1128,1289,1613,1582,738,316,51,3,9156,630,895,934,919,1251,1466,1521,807,620,110,3
2022,12,읍면동,경기도 연천군 중면,188,4,9,34,19,15,24,45,20,17,1,0,113,2,6,31,11,7,11,28,11,6,0,0,75,2,3,3,8,8,13,17,9,11,1,0
2022,12,읍면동,경기도 연천군 청산면,4237,123,194,584,256,400,738,1027,545,327,43,0,2279,52,108,419,167,239,404,525,242,110,13,0,1958,71,86,165,89,161,334,502,303,217,30,0
2022,12,시군,경기도 오산시 ,229833,19944,25332,30011,36038,44605,34816,23196,10442,4839,599,11,119600,10141,13067,16330,19872,23792,18232,11516,4702,1815,132,1,110233,9803,12265,13681,16166,20813,16584,11680,5740,3024,467,10
2022,12,읍면동,경기도 오산시 남촌동,20555,785,1086,3516,4947,4047,3011,1911,830,381,40,1,12393,378,565,2097,3250,2578,1881,1085,398,154,7,0,8162,407,521,1419,1697,1469,1130,826,432,227,33,1
2022,12,읍면동,경기도 오산시 대원동,64719,5205,7168,9477,9748,12057,10374,6303,2905,1313,167,2,33754,2668,3777,5188,5429,6368,5397,3091,1278,514,43,1,30965,2537,3391,4289,4319,5689,4977,3212,1627,799,124,1
2022,12,읍면동,경기도 오산시 세마동,31895,3551,3523,3829,5311,6413,4407,3047,1212,517,82,3,16366,1803,1814,2032,2786,3336,2270,1513,611,187,14,0,15529,1748,1709,1797,2525,3077,2137,1534,601,330,68,3
2022,12,읍면동,경기도 오산시 신장동,60609,5838,7515,6740,8675,12281,8690,6389,2947,1355,175,4,30683,2961,3852,3555,4534,6480,4419,3043,1313,491,35,0,29926,2877,3663,3185,4141,5801,4271,3346,1634,864,140,4
2022,12,읍면동,경기도 오산시 중앙동,35306,3401,4157,4180,4976,6650,5640,3683,1664,862,92,1,17718,1738,2067,2212,2540,3384,2882,1833,715,327,20,0,17588,1663,2090,1968,2436,3266,2758,1850,949,535,72,1
2022,12,읍면동,경기도 오산시 초평동,16749,1164,1883,2269,2381,3157,2694,1863,884,411,43,0,8686,593,992,1246,1333,1646,1383,951,387,142,13,0,8063,571,891,1023,1048,1511,1311,912,497,269,30,0
2022,12,시군,경기도 용인시 ,1075570,88110,121442,135136,136436,194626,176193,117503,67973,33349,4660,142,533662,45055,62111,70696,68070,95707,89151,56927,30392,14239,1284,30,541908,43055,59331,64440,68366,98919,87042,60576,37581,19110,3376,112
2022,12,구,경기도 용인시 기흥구 ,438500,36198,50692,56013,54469,80705,72176,45509,27220,13554,1899,65,216331,18537,25908,29363,27002,39224,36257,21669,11951,5859,542,19,222169,17661,24784,26650,27467,41481,35919,23840,15269,7695,1357,46
2022,12,읍면동,경기도 용인시 기흥구 구갈동,41315,3784,3361,6340,7038,7098,6784,4003,1963,819,122,3,20712,1938,1749,3188,3511,3665,3409,1980,906,344,21,1,20603,1846,1612,3152,3527,3433,3375,2023,1057,475,101,2
2022,12,읍면동,경기도 용인시 기흥구 구성동,39985,2881,4858,4355,4016,7375,6577,4654,3356,1659,246,8,19293,1484,2495,2282,1969,3482,3282,2074,1400,774,50,1,20692,1397,2363,2073,2047,3893,3295,2580,1956,885,196,7
2022,12,읍면동,경기도 용인시 기흥구 기흥동,21489,1556,2104,2555,2671,3756,3576,2906,1551,720,92,2,10672,780,1082,1392,1395,1864,1748,1384,691,316,19,1,10817,776,1022,1163,1276,1892,1828,1522,860,404,73,1
2022,12,읍면동,경기도 용인시 기흥구 동백1동,32473,2768,5571,3703,2845,7383,5370,2401,1575,757,99,1,15562,1341,2822,1872,1282,3432,2795,1085,620,285,28,0,16911,1427,2749,1831,1563,3951,2575,1316,955,472,71,1
2022,12,읍면동,경기도 용인시 기흥구 동백2동,27090,2148,4579,3376,2118,5756,4829,2239,1327,643,71,4,13299,1100,2361,1729,949,2615,2574,1072,577,298,22,2,13791,1048,2218,1647,1169,3141,2255,1167,750,345,49,2
2022,12,읍면동,경기도 용인시 기흥구 동백3동,26872,3020,3510,2553,3439,5570,3513,2306,1827,1008,124,2,13057,1586,1781,1267,1599,2709,1765,1043,799,458,49,1,13815,1434,1729,1286,1840,2861,1748,1263,1028,550,75,1
2022,12,읍면동,경기도 용인시 기흥구 마북동,31681,2218,3054,3979,3707,5168,5301,3852,2803,1397,192,10,15466,1141,1569,2087,1862,2469,2556,1806,1237,666,68,5,16215,1077,1485,1892,1845,2699,2745,2046,1566,731,124,5
2022,12,읍면동,경기도 용인시 기흥구 보라동,33031,2486,4290,3978,3384,6190,5606,3602,2283,1075,128,9,16278,1268,2190,2059,1645,3031,2817,1731,1028,463,44,2,16753,1218,2100,1919,1739,3159,2789,1871,1255,612,84,7
2022,12,읍면동,경기도 용인시 기흥구 보정동,35760,2805,4497,4142,3620,6912,5825,3661,2751,1353,189,5,17540,1469,2301,2118,1712,3236,2982,1751,1249,656,65,1,18220,1336,2196,2024,1908,3676,2843,1910,1502,697,124,4
2022,12,읍면동,경기도 용인시 기흥구 상갈동,13224,821,1177,1925,1943,2147,2354,1443,888,486,40,0,6883,443,586,1085,1052,1120,1265,718,391,216,7,0,6341,378,591,840,891,1027,1089,725,497,270,33,0
2022,12,읍면동,경기도 용인시 기흥구 상하동,23999,1563,2597,3228,2574,3847,4658,3028,1579,796,122,7,11652,840,1332,1674,1249,1828,2250,1458,691,302,28,0,12347,723,1265,1554,1325,2019,2408,1570,888,494,94,7
2022,12,읍면동,경기도 용인시 기흥구 서농동,26115,2644,2771,5135,4097,4651,3307,2174,907,381,48,0,13423,1328,1364,3012,2113,2374,1610,1058,403,147,14,0,12692,1316,1407,2123,1984,2277,1697,1116,504,234,34,0
2022,12,읍면동,경기도 용인시 기흥구 신갈동,37867,2983,3465,4798,5822,6348,6327,4336,2351,1284,147,6,18894,1508,1782,2435,3027,3197,3205,2172,1008,513,45,2,18973,1475,1683,2363,2795,3151,3122,2164,1343,771,102,4
2022,12,읍면동,경기도 용인시 기흥구 영덕1동,30183,2768,3658,3702,4149,5705,5339,2956,1262,546,94,4,15002,1426,1894,1946,2103,2783,2668,1403,572,190,15,2,15181,1342,1764,1756,2046,2922,2671,1553,690,356,79,2
2022,12,읍면동,경기도 용인시 기흥구 영덕2동,17416,1753,1200,2244,3046,2799,2810,1948,797,630,185,4,8598,885,600,1217,1534,1419,1331,934,379,231,67,1,8818,868,600,1027,1512,1380,1479,1014,418,399,118,3
2022,12,구,경기도 용인시 수지구 ,377198,33326,45543,45388,49557,70871,59595,36398,23654,11335,1489,42,183887,16946,23174,22910,23634,33906,29877,17276,10480,5210,468,6,193311,16380,22369,22478,25923,36965,29718,19122,13174,6125,1021,36
2022,12,읍면동,경기도 용인시 수지구 동천동,50608,5403,5556,5543,7519,9805,7631,5056,2812,1113,163,7,24918,2814,2815,2793,3494,4831,3874,2422,1295,530,48,2,25690,2589,2741,2750,4025,4974,3757,2634,1517,583,115,5
2022,12,읍면동,경기도 용인시 수지구 상현1동,20100,1799,2788,2225,2233,3892,3197,1845,1376,633,108,4,9623,902,1375,1094,1005,1830,1619,865,604,302,26,1,10477,897,1413,1131,1228,2062,1578,980,772,331,82,3
2022,12,읍면동,경기도 용인시 수지구 상현2동,32897,2891,4161,3646,3884,6248,5240,3174,2351,1174,125,3,15958,1472,2160,1851,1818,2999,2571,1465,1036,544,40,2,16939,1419,2001,1795,2066,3249,2669,1709,1315,630,85,1
